ভালবাসা হলো এমন একটি মায়া, তুমি যত দুরে যাবে যাবে ততই কাছে টানবে, যত ভুলে যাবে ততই
মনে পড়বে, আর যতটুকু হাসবে তার থেকে বেশি
কাঁদবে ।|1426589737|72|0|1
কেনো তুমি চলে গেলে, ফেলে এই আমায় । চাইলেও আমি ভুলতে পারছি না তোমায় । যদি
কখনো ফিরে আস্তে চাও এই জীবন তীরে । তখন
আমায় পাবে নাক -
হারিয়ে যাবো আজানার ভীড়ে ।|1426589755|72|0|1
 শ্রাবনে ওই বৃষ্টি ধারায়, আজ শুধু তোমাকে খুঁজে বেড়াই. যদিও তুমি অনেক দুরে, তবুও রেখেছি
তোমায় মন পাঁজরে. নীরবে তোমায় মিস করি
সারাক্ষণ, অথচ তা তোমার কাছে আজও গোপন..!!|1426589810|72|0|1
ভালবাসা হলো এমন একটি মায়া, তুমি যত দুরে যাবে যাবে ততই কাছে টানবে, যত ভুলে যাবে ততই
মনে পড়বে, আর যতটুকু হাসবে তার থেকে বেশি
কাঁদবে |1426590213|72|0|1
ভালবাসা হলো এমন একটি মায়া, তুমি যত দুরে যাবে যাবে ততই কাছে টানবে, যত ভুলে যাবে ততই মনে পড়বে, আর যতটুকু হাসবে তার থেকে বেশি কাঁদবে|1426590286|72|0|1
কেনো তুমি চলে গেলে, ফেলে এই আমায় । চাইলেও আমি ভুলতে পারছি না তোমায় । যদি কখনো ফিরে আস্তে চাও এই জীবন তীরে । তখন আমায় পাবে নাক -
হারিয়ে যাবো আজানার ভীড়ে । |1426590368|72|0|1
শ্রাবনে ওই বৃষ্টি ধারায়, আজ শুধু তোমাকে খুঁজে বেড়াই. যদিও তুমি অনেক দুরে, তবুও রেখেছি তোমায় মন পাঁজরে. নীরবে তোমায় মিস করি সারাক্ষণ, অথচ তা তোমার কাছে আজও গোপন..!! |1426590508|72|0|1
মাঝে মাঝে মনে হয় তোমার সাথে আমার হৃদয়টা পাল্টাপাল্টি করি,, যাতে তুমি বুঝতে পারো আমি তোমাকে কতোটা ভালোবাসি.. আর আমি বুঝতে পারি, তুমি আমাকে কতোটা ঘৃণা করো..!! |1426590526|72|0|1
ভুলে যদি যাও আমায়,, করবো নাকো বারণ.. আমায় কেন রাখবে মনে,, আছে কি কোনো কারণ..
তবুও যদি পড়ে মনে,, আমায় একটি বার.. মন থেকে
কাছে ডেকো,, ফিরে আসবো আবার..!!|1426593107|72|0|1
কত ঝড় সহে মাটি যে পাথর হয়,, সেই পাথর চিরে সুখের নদী বয়.. নদীটা দেখে সবাই পাথর দেখে না,,
যাকে মেনে ছিলাম জীবনের আয়না,, তাকে দুরে রাখা
যায়, ভুলে থাকা যায় না..!!|1426593214|72|0|1
একটা আকাশ হেরে গেলো,,হারিয়ে তার মন..অন্য আকাশ হটাৎ হল চাঁদের প্রিয়জন..তবুও তার
ভালবাসা চাঁদের ভালো চায়,,নতুন আকাশ চাঁদকে
যেন সুখের ছোঁয়া দেয়..!!|1426593305|72|0|1
একটা আকাশ হেরে গেলো,,হারিয়ে তার মন..অন্য আকাশ হটাৎ হল চাঁদের প্রিয়জন..তবুও তার
ভালবাসা চাঁদের ভালো চায়,,নতুন আকাশ চাঁদকে
যেন সুখের ছোঁয়া দেয়..!!|1426593755|72|0|1
