Sopno Pori Aslo Ghume Boslo Amr Pase. Kane Kane Bole Jasce Dekho Ghori Chaye Dekhi Rat 12 Ta Tarik Holo 28 September Sopno Pori Hase Bollo Pagleer Jormodine Ki Diba Aj ? Bollam Ami Golap Fuler Paprir Sathe Hridoy Jure Valobasha Paglee K Dilam Upoher. &quot;SUVO JONMODIN PAGLEE&quot;|1425096163|54|0|1
Rat Pariye R akta Din Tai Tomar Jonmodin. Prokriti Sajase Nutun Saje. Ful Futace Rashi Rashi Gace Gace. Doyel Moyna Tiya Dakce Pakhi Apon Sure. Jonmodine Suvessa Janabe Bole. &quot;SUVO JONMODIN&quot;,|1425096172|54|0|1
Shuvo Rojoni Shuvo Din.Samne Asce Tumar Jonmodin,Jonmodine Ki Dibo Tumy,Ak Tora Golap Ful R Ak Buk Valobasha Chara R Kichu Nei Je Amar.Shuvo Jonmodin|1425096187|54|0|1
huuo Shuvo Shuvo Din Aj Tomar Jonmodin. Mukhe Tomar Dipto Hashi Ful Futache Rashi Rashi. Hajar Fuler Majhe Golap Jemon Hashe Temon Kore Bondhu Tomar Jibon Jeno Sukher Sagore Vase. &quot;S&quot;H&quot;T&quot;V&quot;O &quot;J&quot;O&quot;N&quot;M&quot;O&quot;D&quot;I&quot;O|1425096202|54|0|1
Krisnochurar Lal Rong R Akasher Nil Tomar Jibon Ta Hok Sopnobehin. Shat Sagor R Taro Nodi Tomar Jibone Ashuk Priti. Avabei Katuk Tomar Baki Dio Guli. &lt;=SUVO JONMODIN=&gt;|1425096264|54|0|1
Khusir Akashe Pal Tule Jeo Cirodin, Hasir Gane Sud Hoye Jabe Joto Rin. Alor Porose Vor Hoye Jabe Ei Rat, Konodin Chere Diona Ei Bondutter Hat. .*&quot;&quot;Happy Birthday 2 You.&quot;&quot;**|1425096275|54|0|1
Barlo ArEkTi Bochor Tomar Jiboner Sathe,Agie Jao Sommaner Sathe Amader Sathe Aro Dure,Icche Hok Tomar Puron,Santi Thakok Tomar Prane,Valobasuk Sobai Tomar Ai JonmoDin Theke...Shuvo JonmoDin|1425096287|54|0|1
Raat Jay Din Ase,Mash Jay Bochor Ase, Sobai Ashay Thake 1ta Sudiner Ashay, Ami Ashay Thaki 2mar Jonmodiner Ashay...Shuvo Jonmodin....|1425096317|54|0|1
Je Din Surjo Utheni,Se Din Ful FoteNi. Karon Jonmo Din Chilo Bole.Din Ta Chilo Sudu 2mar.Amar Majhe Lukiye Ace Sei Din Tir Sriti.Ja Proti Bochor Sara Jagay Amar Mone.Shuvo JonmoDin|1425096327|54|0|1
Muse Daw Purono Bedona,Khule Daw Moneri Janala.Vule Jaw Bethar Gilani,Muse Felo Cokher Pani.Jhore Jak Dukkho Durdosa,Mone Jagaw Sob Notun Notun Asa..*&quot;&quot;Happy Birth Day To U&quot;&quot;*..!|1425096345|54|0|1
